Journal;Year;Titel;Observation;Interview;Content Analysis;Other;Observation_y/n;Interview_y/n;ContentAnalysis_y/n;Other_y/n;Subject;Medium;Field
Communications: The European Journal of Communicat;2008;Geo-cultural proximity, genre exposure, and cultivation;no;coequal method;coequal method;no;no;yes;yes;no;media effects;audio-visual;combination
Communications: The European Journal of Communicat;2010;Violence in mainstream TV advertising: A comparison of the representation of physical aggression in American and Israeli commercials;no;no;only method;no;no;no;yes;no;media contents;audio-visual;advertising
Communications: The European Journal of Communicat;2002;Between Altruism and Narcissism: An Action Theoretical  Approach of Personal Homepages Devoted to Existential Meaning;no;no;only method;no;no;no;yes;no;media contents;internet;private_shpere
Communications: The European Journal of Communicat;2008;Telling what yesterdays news might be tomorrow: Modeling media dynamics;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Communications: The European Journal of Communicat;2010;The Effects of Cultural Adaptation in Fundraising Letters: The Case of Help-Self and Help-Others Appeals in a Feminine Culture;no;only method;no;no;no;yes;no;no;media effects;print;PR/campaining
Communications: The European Journal of Communicat;2009;Gender and interface agents in the on-line news;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;journalism
Communications: The European Journal of Communicat;2000;TraditionalNews Media Online: An Examination of Added-Value;no;no;only method;no;no;no;yes;no;media contents;combination;journalism
Communications: The European Journal of Communicat;2006;Predicting news decisions. An empirical test of the two-component theory of news selection;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Communications: The European Journal of Communicat;2001;Personality andMedia Preferences;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Communications: The European Journal of Communicat;2003;Twelve years of Dutch childrens television: Efforts of publicand commercial TV channels for children up to twelve yearsold;no;no;coequal method;coequal method;no;no;yes;yes;media contents;audio-visual;combination
Communications: The European Journal of Communicat;2000;A Transactional Modelof the Effects of Television News on Voting Behavior;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Communications: The European Journal of Communicat;2000;Socio-Economic Status and ChildrensTelevision Use;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communicat;2005;Marginality in the Information Age: The Socio-Demographics of Computer Disquietude. A Short Research Note;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
Communications: The European Journal of Communicat;2001;UseAnd Academic Achievement: Which Effects?;no;only method;no;no;no;yes;no;no;media effects;combination;private_shpere
Communications: The European Journal of Communicat;2010;Effects of domestic media use on European integration;no;only method;no;no;no;yes;no;no;media effects;combination;journalism
Communications: The European Journal of Communicat;2006;Frames, schemata, and news reporting;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Communications: The European Journal of Communicat;2002;Content or Design? Factors Influencing the Circulation  of American and German Newspapers;no;no;central method;subordinate method;no;no;yes;yes;media systems;print;journalism
Communications: The European Journal of Communicat;2006;The theory of newsworthiness applied to Mexicos press. How the news factors influence foreign news coverage in a transitional country;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Communications: The European Journal of Communicat;2002;All in the Family: The Integration of a New Media  Technology in the Family;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communicat;2008;Cultural proximity in TV entertainment: An eight-country study on the relationship of nationality and the evaluation of U.S. prime-time fiction;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Communications: The European Journal of Communicat;2002;Kijkwijzer: The Dutch Rating System for Audiovisual  Productions;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;private_shpere
Communications: The European Journal of Communicat;2003;Subcultural grounding of teenage smoking, drinking and useof drugs;no;only method;no;no;no;yes;no;no;uses & gratifications; ;private_shpere
Communications: The European Journal of Communicat;2005;National Identity and Nationalism in New Years Speeches of French Presidents;no;no;only method;no;no;no;yes;no;media contents;conversations;PR/campaining
Communications: The European Journal of Communicat;2009;The analog switch-off in a cable dominated television landscape. Implications for the transition to digital television in Flanders;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communicat;2010;Portrayals of older adults in UK magazine advertisements: Relevance of target audience;no;no;only method;no;no;no;yes;no;media contents;print;advertising
Communications: The European Journal of Communication Research;2012;An exploration of adolescents’ sexual contact and conduct risks through mobile phone use;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;entertainment
Communications: The European Journal of Communication Research;2011;Enjoyment of films as a function of narrative experience, perceived realism and transportability;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Communications: The European Journal of Communication Research;2013;A qualitative approach to the use of ICTs and its risks among socially disadvantaged early adolescents and adolescents in Madrid, Spain;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;combination
Communications: The European Journal of Communication Research;2015;Parasocial relationships with audiences' favorite celebrities: The role of audience and celebrity characteristics in a representative Flemish sample;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communication Research;2014;The older player of digital games: A classification based on perceived need satisfaction;no;only method;no;no;no;yes;no;no;uses & gratifications;games;entertainment
Communications: The European Journal of Communication Research;2013;Internet-using children and digital inequality: A comparison between majority and minority Europeans;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Communications: The European Journal of Communication Research;2012;Priming religion: The effects of religious issues in the news coverage on public attitudes towards European integration;no;coequal method;coequal method;no;no;yes;yes;no;media effects;print;journalism
Communications: The European Journal of Communication Research;2014;Enjoyment of arousing television news: The role of age and sensation seeking;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;journalism
Communications: The European Journal of Communication Research;2013;(De)personalization of campaign communication: Individualization and hierarchization in party press releases and media coverage in the 2008 Austrian parliamentary election campaign;no;no;only method;no;no;no;yes;no;media contents;combination;combination
Communications: The European Journal of Communication Research;2011;Being a couple in a media world The mediatization of everyday communication in couple relationships;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;private_shpere
Communications: The European Journal of Communication Research;2014;In the footsteps of Bob and Angelina: Celebrities' diverse societal engagement and its ability to attract media coverage;no;no;only method;no;no;no;yes;no;media contents;internet;combination
Communications: The European Journal of Communication Research;2013;Online experiences of socially disadvantaged children and young people in Portugal;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Communications: The European Journal of Communication Research;2011;Finding care for the caregiver? Active participation in online health forums attenuates the negative effect of caregiver strain on wellbeing;no;only method;no;no;no;yes;no;no;interpersonal communication;computer;private_shpere
Communications: The European Journal of Communication Research;2015;Investigating people's news diets: How online users use offline news;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;journalism
Communications: The European Journal of Communication Research;2015;Older adults' television viewing as part of selection and compensation strategies;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communication Research;2013;Cyberbullying by mobile phone among adolescents: The role of gender and peer group status;no;only method;no;no;no;yes;no;no;uses & gratifications;conversations;private_shpere
